商品商品,现货价格,最近合约代码,最近合约价格,最近合约现期差1,主力合约代码,主力合约价格,主力合约现期差2,timestamp
不锈钢,17887.50,2211,17530,3572.00%,2212,17225,6623.70%,20221024
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20221024
PTA,5995.00,2211,5622,3736.22%,2301,5368,62710.46%,20221024
白糖,5756.00,2211,5574,1823.16%,2301,5612,1442.50%,20221024
棉花,15828.33,2211,14075,175311.08%,2301,13295,253316.00%,20221024
普麦,3114.00,2211,2940,1745.59%,2309,3122,-8-0.26%,20221024
菜籽油OI,13604.00,2211,12840,7645.62%,2301,11120,248418.26%,20221024
强麦WH,3114.00,2211,3112,2.000.06%,2303,3260,-146-4.69%,20221024
玻璃,19.77,2211,1537,442.78%,2301,1453,1288.09%,20221024
菜籽粕,4160.00,2211,3520,64015.38%,2301,3008,115227.69%,20221024
油菜籽,6976.00,2211,6307,6699.59%,2307,5754,122217.52%,20221024
硅铁,8071.43,2211,8316,-244-3.02%,2301,8050,210.26%,20221024
锰硅,7225.00,2211,7262,-37-0.51%,2301,7032,1932.67%,20221024
甲醇MA,2972.00,2211,2762,2107.07%,2301,2657,31510.60%,20221024
棉纱,26125.00,2211,21525,460017.61%,2301,20185,594022.74%,20221024
尿素,2458.00,2211,2316,1425.78%,2301,2244,2148.71%,20221024
纯碱,2771.67,2211,2572,1997.18%,2301,2434,33712.16%,20221024
涤纶短纤,7902.00,2211,7464,4385.54%,2212,7122,7809.87%,20221024
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20221024
棕榈油,8335.00,2211,8256,790.95%,2301,8122,2132.56%,20221024
聚氯乙烯,6178.57,2211,6002,1762.85%,2301,5914,2644.27%,20221024
聚乙烯,8464.29,2211,7973,4915.80%,2301,7774,6908.15%,20221024
豆一,5812.50,2211,5807,50.09%,2301,5600,2123.65%,20221024
豆粕,5316.00,2211,4799,5179.73%,2301,4037,127924.06%,20221024
豆油,10820.00,2211,10396,4243.92%,2301,9582,123811.44%,20221024
玉米,2794.29,2211,2851,-56-2.00%,2301,2882,-87-3.11%,20221024
铁矿石,744.67,2211,726.5,182.42%,2301,682.5,628.33%,20221024
鸡蛋,12.44,2210,5396,82413.25%,2301,4483,173727.93%,20221024
聚丙烯,8008.33,2211,7821,1872.34%,2301,7607,4015.01%,20221024
玉米淀粉,3222.00,2211,2915,3079.53%,2301,3071,1514.69%,20221024
乙二醇,4141.67,2210,3972,1694.08%,2301,4040,1012.44%,20221024
苯乙烯,8650.00,2210,8758,-108-1.25%,2211,8431,2192.53%,20221024
液化石油气,5494.00,2210,5279,2153.91%,2212,4982,5129.32%,20221024
生猪,27.72,2211,25395,23258.39%,2301,22835,488517.62%,20221024
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20221025
铜,64290.00,2211,63860,4300.67%,2212,62970,13202.05%,20221025
螺纹钢,3808.89,2211,3698,1102.89%,2301,3583,2255.91%,20221025
锌,24868.00,2211,24560,3081.24%,2212,24200,6682.69%,20221025
铝,18600.00,2211,18520,800.43%,2211,18520,800.43%,20221025
黄金,393.26,2211,393.66,-0.40-0.10%,2212,393.56,-0.30-0.08%,20221025
线材,4136.00,2211,4656,-520-12.57%,2301,4290,-154-3.72%,20221025
燃料油,6670.00,2211,2933,373756.03%,2301,2664,400660.06%,20221025
天然橡胶,11700.00,2211,11390,3102.65%,2301,12315,-615-5.26%,20221025
铅,15237.50,2211,15335,-97-0.64%,2212,15340,-102-0.67%,20221025
白银,4540.67,2211,4547,-6-0.13%,2212,4553,-12-0.26%,20221025
石油沥青,4468.00,2211,4370,982.19%,2212,3843,62513.99%,20221025
热轧卷板,3836.00,2211,3760,761.98%,2301,3624,2125.53%,20221025
镍,193783.33,2211,188180,56032.89%,2211,188180,56032.89%,20221025
锡,174012.50,2211,170280,37322.14%,2212,165750,82624.75%,20221025
纸浆,7510.00,2211,7146,3644.85%,2301,6860,6508.66%,20221025
不锈钢,17912.50,2211,17640,2721.52%,2212,17365,5473.05%,20221025
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20221025
PTA,5955.00,2211,5556,3996.70%,2301,5298,65711.03%,20221025
白糖,5744.00,2211,5559,1853.22%,2301,5569,1753.05%,20221025
棉花,15779.50,2211,13975,180411.43%,2301,13160,261916.60%,20221025
普麦,3114.00,2211,2940,1745.59%,2309,3122,-8-0.26%,20221025
菜籽油OI,13450.00,2211,12845,6054.50%,2301,10969,248118.45%,20221025
强麦WH,3114.00,2211,3112,2.000.06%,2303,3280,-166-5.33%,20221025
玻璃,19.73,2211,1472,1066.72%,2301,1416,16210.26%,20221025
菜籽粕,4160.00,2211,3464,69616.73%,2301,2992,116828.08%,20221025
油菜籽,6980.00,2211,6307,6739.64%,2307,5811,116916.75%,20221025
硅铁,8064.29,2211,8200,-135-1.67%,2301,7870,1942.41%,20221025
锰硅,7225.00,2211,7288,-63-0.87%,2301,7014,2112.92%,20221025
甲醇MA,2924.00,2211,2749,1755.98%,2301,2610,31410.74%,20221025
棉纱,26100.00,2211,21525,457517.53%,2301,20130,597022.87%,20221025
尿素,2458.00,2211,2304,1546.27%,2301,2222,2369.60%,20221025
纯碱,2771.67,2211,2561,2107.58%,2301,2390,38113.75%,20221025
涤纶短纤,7882.00,2211,7458,4245.38%,2212,7040,84210.68%,20221025
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20221025
棕榈油,8537.50,2211,8210,3273.83%,2301,8164,3734.37%,20221025
聚氯乙烯,6178.57,2211,5992,1863.01%,2301,5836,3425.54%,20221025
聚乙烯,8421.43,2211,7949,4725.60%,2301,7706,7158.49%,20221025
豆一,5812.50,2211,5810,2.500.04%,2301,5582,2303.96%,20221025
豆粕,5298.00,2211,4791,5079.57%,2301,4038,126023.78%,20221025
豆油,10750.00,2211,10280,4704.37%,2301,9526,122411.39%,20221025
玉米,2795.71,2211,2838,-42-1.50%,2301,2862,-66-2.36%,20221025
铁矿石,726.67,2211,725,1.670.23%,2301,671,557.57%,20221025
鸡蛋,12.62,2210,5482,82713.11%,2301,4414,189530.03%,20221025
聚丙烯,7975.00,2211,7806,1692.12%,2301,7532,4435.55%,20221025
玉米淀粉,3222.00,2211,2911,3119.65%,2301,3009,2136.61%,20221025
乙二醇,4141.67,2210,3972,1694.08%,2301,3992,1493.60%,20221025
苯乙烯,8650.00,2210,8624,260.30%,2212,8120,5306.13%,20221025
液化石油气,5424.00,2210,5279,1452.67%,2212,4968,4568.41%,20221025
生猪,27.47,2211,25105,23658.61%,2301,22730,474017.26%,20221025
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20221026
铜,63970.00,2211,63700,2700.42%,2212,62780,11901.86%,20221026
螺纹钢,3810.00,2211,3650,1604.20%,2301,3589,2215.80%,20221026
锌,24666.00,2211,24300,3661.48%,2212,24050,6162.50%,20221026
铝,18656.67,2211,18645,110.06%,2212,18560,960.51%,20221026
黄金,394.05,2211,394.76,-0.71-0.18%,2212,394,0.050.01%,20221026
线材,4126.00,2211,4656,-530-12.85%,2301,4296,-170-4.12%,20221026
燃料油,6670.00,2211,2739,393158.94%,2301,2603,406760.97%,20221026
天然橡胶,11643.00,2211,11355,2882.47%,2301,12270,-627-5.39%,20221026
铅,15150.00,2211,15230,-80-0.53%,2212,15245,-95-0.63%,20221026
白银,4581.00,2211,4586,-5-0.11%,2212,4587,-6-0.13%,20221026
石油沥青,4466.57,2211,4396,701.57%,2212,3861,60513.55%,20221026
热轧卷板,3808.00,2211,3743,651.71%,2301,3637,1714.49%,20221026
镍,195683.33,2211,189550,61333.13%,2212,186600,90834.64%,20221026
锡,174700.00,2211,170850,38502.20%,2212,166780,79204.53%,20221026
纸浆,7510.00,2211,7144,3664.87%,2301,6824,6869.13%,20221026
不锈钢,17737.50,2211,17620,1170.66%,2212,17325,4122.32%,20221026
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20221026
PTA,5887.50,2211,5542,3455.86%,2301,5278,60910.34%,20221026
白糖,5732.00,2211,5558,1743.04%,2301,5544,1883.28%,20221026
棉花,15747.33,2211,13995,175211.13%,2301,13240,250715.92%,20221026
普麦,3114.00,2211,2940,1745.59%,2309,3122,-8-0.26%,20221026
菜籽油OI,13700.00,2211,13080,6204.53%,2301,11122,257818.82%,20221026
强麦WH,3114.00,2211,3112,2.000.06%,2303,3281,-167-5.36%,20221026
玻璃,19.73,2211,1467,1117.03%,2301,1408,17010.77%,20221026
菜籽粕,4162.00,2211,3459,70316.89%,2301,3019,114327.46%,20221026
油菜籽,6980.00,2211,6307,6739.64%,2307,5874,110615.85%,20221026
硅铁,8035.71,2211,8178,-142-1.77%,2301,7840,1952.43%,20221026
锰硅,7083.33,2211,7282,-198-2.80%,2301,6974,1091.54%,20221026
甲醇MA,2844.00,2211,2730,1144.01%,2301,2591,2538.90%,20221026
棉纱,26100.00,2211,21525,457517.53%,2301,20155,594522.78%,20221026
尿素,2472.00,2211,2321,1516.11%,2301,2236,2369.55%,20221026
纯碱,2771.67,2211,2584,1876.75%,2301,2405,36613.21%,20221026
涤纶短纤,7872.00,2211,7464,4085.18%,2212,7026,84610.75%,20221026
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20221026
棕榈油,8455.00,2211,8264,1912.26%,2301,8204,2512.97%,20221026
聚氯乙烯,6157.14,2211,5941,2163.51%,2301,5805,3525.72%,20221026
聚乙烯,8414.29,2211,7925,4895.81%,2301,7704,7108.44%,20221026
豆一,5812.50,2211,5790,220.38%,2301,5573,2394.11%,20221026
豆粕,5386.00,2211,4839,54710.16%,2301,4078,130824.29%,20221026
豆油,10720.00,2211,10282,4384.09%,2301,9534,118611.06%,20221026
玉米,2795.71,2211,2836,-40-1.43%,2301,2867,-71-2.54%,20221026
铁矿石,722.67,2211,720,2.670.37%,2301,671,517.06%,20221026
鸡蛋,12.52,2210,5173,108717.36%,2301,4367,189330.24%,20221026
聚丙烯,7958.33,2211,7808,1501.88%,2301,7540,4185.25%,20221026
玉米淀粉,3222.00,2211,2895,32710.15%,2301,2981,2417.48%,20221026
乙二醇,4133.33,2210,4004,1293.12%,2301,3960,1734.19%,20221026
苯乙烯,8625.00,2210,8556,690.80%,2212,8004,6217.20%,20221026
液化石油气,5424.00,2210,5172,2524.65%,2212,5098,3266.01%,20221026
生猪,27.23,2211,24880,23508.63%,2301,22655,457516.80%,20221026
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20221027
铜,64638.33,2211,64350,2880.45%,2212,63470,11681.81%,20221027
螺纹钢,3810.00,2211,3638,1724.51%,2301,3591,2195.75%,20221027
锌,24778.00,2211,24415,3631.47%,2212,24160,6182.49%,20221027
铝,18596.67,2211,18685,-88-0.47%,2212,18595,1.670.01%,20221027
黄金,393.11,2211,392.52,0.590.15%,2212,392.44,0.670.17%,20221027
线材,4132.00,2211,4656,-524-12.68%,2301,4313,-181-4.38%,20221027
燃料油,6670.00,2211,2522,414862.19%,2301,2648,402260.30%,20221027
天然橡胶,11570.00,2211,11220,3503.03%,2301,12170,-600-5.19%,20221027
铅,15093.75,2211,15140,-46-0.30%,2212,15165,-71-0.47%,20221027
白银,4567.00,2211,4573,-6-0.13%,2212,4584,-17-0.37%,20221027
石油沥青,4470.86,2211,4366,1042.33%,2212,3894,57612.88%,20221027
热轧卷板,3804.00,2211,3762,421.10%,2301,3640,1644.31%,20221027
镍,192333.33,2211,188170,41632.16%,2212,185320,70133.65%,20221027
锡,173762.50,2211,170430,33321.92%,2212,166230,75324.33%,20221027
纸浆,7510.00,2211,7134,3765.01%,2301,6726,78410.44%,20221027
不锈钢,17737.50,2211,17625,1120.63%,2212,17300,4372.46%,20221027
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20221027
PTA,5887.50,2211,5552,3355.69%,2301,5264,62310.58%,20221027
白糖,5726.00,2211,5520,2063.60%,2301,5514,2123.70%,20221027
棉花,15766.33,2211,13945,182111.55%,2301,13095,267116.94%,20221027
普麦,3120.00,2211,2940,1805.77%,2309,3122,-2.00-0.06%,20221027
菜籽油OI,13748.00,2211,13239,5093.70%,2301,11209,253918.47%,20221027
强麦WH,3120.00,2211,3112,80.26%,2303,3281,-161-5.16%,20221027
玻璃,19.73,2211,1463,1157.29%,2301,1399,17911.34%,20221027
菜籽粕,4138.00,2211,3438,70016.92%,2301,2993,114527.67%,20221027
油菜籽,6980.00,2211,6307,6739.64%,2307,5958,102214.64%,20221027
硅铁,8035.71,2211,8190,-154-1.92%,2301,7878,1571.95%,20221027
锰硅,7083.33,2211,7284,-200-2.82%,2301,6966,1171.65%,20221027
甲醇MA,2808.00,2211,2696,1123.99%,2301,2545,2639.37%,20221027
棉纱,26100.00,2211,21525,457517.53%,2301,19975,612523.47%,20221027
尿素,2486.00,2211,2344,1425.71%,2301,2237,24910.02%,20221027
纯碱,2780.00,2211,2604,1766.33%,2301,2419,36112.99%,20221027
涤纶短纤,7872.00,2211,7468,4045.13%,2212,6986,88611.26%,20221027
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20221027
棕榈油,8540.00,2211,8216,3243.79%,2301,8232,3083.61%,20221027
聚氯乙烯,6042.86,2211,5879,1632.70%,2301,5781,2614.32%,20221027
聚乙烯,8374.29,2211,7936,4385.23%,2301,7713,6617.89%,20221027
豆一,5812.50,2211,5760,520.89%,2301,5562,2504.30%,20221027
豆粕,5402.00,2211,4884,5189.59%,2301,4078,132424.51%,20221027
豆油,10560.00,2211,10268,2922.77%,2301,9510,10509.94%,20221027
玉米,2798.57,2211,2837,-38-1.36%,2301,2870,-71-2.54%,20221027
铁矿石,717.33,2211,715.5,1.830.26%,2301,656.5,608.36%,20221027
鸡蛋,12.43,2211,5053,116218.70%,2301,4329,188630.35%,20221027
聚丙烯,7958.33,2211,7809,1491.87%,2301,7544,4145.20%,20221027
玉米淀粉,3222.00,2211,2880,34210.61%,2301,2979,2437.54%,20221027
乙二醇,4116.67,2211,3932,1844.47%,2301,3915,2014.88%,20221027
苯乙烯,8525.00,2211,8134,3914.59%,2212,7854,6717.87%,20221027
液化石油气,5418.00,2211,5272,1462.69%,2212,5154,2644.87%,20221027
生猪,27.15,2211,24595,25549.41%,2301,22380,476917.57%,20221027
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20221028
铜,64565.00,2211,64280,2850.44%,2212,63470,10951.70%,20221028
螺纹钢,3741.11,2211,3571,1704.54%,2301,3517,2245.99%,20221028
锌,24498.00,2211,24185,3131.28%,2212,23900,5982.44%,20221028
铝,18313.33,2211,18410,-96-0.52%,2212,18310,3.330.02%,20221028
黄金,393.11,2211,393.9,-0.79-0.20%,2212,393.14,-0.03-0.01%,20221028
线材,4082.00,2211,4656,-574-14.06%,2301,4220,-138-3.38%,20221028
燃料油,6670.00,2211,2522,414862.19%,2301,2683,398759.78%,20221028
天然橡胶,11480.00,2211,11030,4503.92%,2301,11975,-495-4.31%,20221028
铅,15056.25,2211,15065,-8-0.05%,2212,15085,-28-0.19%,20221028
白银,4567.00,2211,4581,-14-0.31%,2212,4588,-21-0.46%,20221028
石油沥青,4468.00,2211,4353,1152.57%,2212,3818,65014.55%,20221028
热轧卷板,3732.00,2211,3681,511.37%,2301,3554,1784.77%,20221028
镍,188450.00,2211,187510,9400.50%,2212,184950,35001.86%,20221028
锡,168262.50,2211,166800,14620.87%,2212,161990,62723.73%,20221028
纸浆,7480.00,2211,7118,3624.84%,2301,6730,75010.03%,20221028
不锈钢,17650.00,2211,17405,2451.39%,2212,16925,7254.11%,20221028
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20221028
PTA,5700.00,2211,5482,2183.82%,2301,5152,5489.61%,20221028
白糖,5726.00,2211,5519,2073.62%,2301,5499,2273.96%,20221028
棉花,15779.00,2211,13775,200412.70%,2301,12890,288918.31%,20221028
普麦,3120.00,2211,2940,1805.77%,2309,3122,-2.00-0.06%,20221028
菜籽油OI,13568.00,2211,13105,4633.41%,2301,11014,255418.82%,20221028
强麦WH,3120.00,2211,3320,-200-6.41%,2303,3281,-161-5.16%,20221028
玻璃,19.73,2211,1451,1278.05%,2301,1396,18211.53%,20221028
菜籽粕,4138.00,2211,3423,71517.28%,2301,2992,114627.69%,20221028
油菜籽,6980.00,2211,6588,3925.62%,2307,5969,101114.48%,20221028
硅铁,7975.71,2211,8166,-190-2.38%,2301,7848,1271.59%,20221028
锰硅,7083.33,2211,7248,-164-2.32%,2301,6936,1472.08%,20221028
甲醇MA,2800.00,2211,2661,1394.96%,2301,2528,2729.71%,20221028
棉纱,25975.00,2211,21135,484018.63%,2301,19615,636024.49%,20221028
尿素,2506.00,2211,2351,1556.19%,2301,2211,29511.77%,20221028
纯碱,2780.00,2211,2598,1826.55%,2301,2384,39614.24%,20221028
涤纶短纤,7832.00,2211,7340,4926.28%,2212,6828,100412.82%,20221028
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20221028
棕榈油,8187.50,2211,8064,1231.50%,2301,8050,1371.67%,20221028
聚氯乙烯,6021.43,2211,5757,2644.38%,2301,5664,3575.93%,20221028
聚乙烯,8374.29,2211,7929,4455.31%,2301,7663,7118.49%,20221028
豆一,5812.50,2211,5750,621.07%,2301,5581,2313.97%,20221028
豆粕,5396.00,2211,4863,5339.88%,2301,4062,133424.72%,20221028
豆油,10226.00,2211,10062,1641.60%,2301,9258,9689.47%,20221028
玉米,2798.57,2211,2835,-36-1.29%,2301,2864,-65-2.32%,20221028
铁矿石,690.89,2211,696.5,-5-0.72%,2301,632.5,588.39%,20221028
鸡蛋,12.30,2211,5047,110317.93%,2301,4299,185130.10%,20221028
聚丙烯,7925.00,2211,7773,1521.92%,2301,7495,4305.43%,20221028
玉米淀粉,3222.00,2211,2868,35410.99%,2301,2975,2477.67%,20221028
乙二醇,4100.00,2211,3796,3047.41%,2301,3839,2616.37%,20221028
苯乙烯,8500.00,2211,8146,3544.16%,2212,7818,6828.02%,20221028
液化石油气,5408.00,2211,5308,1001.85%,2212,5204,2043.77%,20221028
生猪,26.93,2211,23800,313011.62%,2301,21990,494018.34%,20221028
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20221031
铜,63776.67,2211,63530,2460.39%,2212,62370,14062.20%,20221031
螺纹钢,3662.22,2211,3464,1985.41%,2301,3441,2216.03%,20221031
锌,23730.00,2211,23490,2401.01%,2212,23075,6552.76%,20221031
铝,18023.33,2211,17960,630.35%,2212,17805,2181.21%,20221031
黄金,391.60,2211,391.66,-0.06-0.02%,2212,391.2,0.400.10%,20221031
线材,4082.00,2211,4240,-158-3.87%,2301,4131,-49-1.20%,20221031
燃料油,6690.00,2211,2522,416862.30%,2301,2671,401960.07%,20221031
天然橡胶,11170.00,2211,10800,3703.31%,2301,11700,-530-4.74%,20221031
铅,15156.25,2211,15195,-38-0.25%,2212,15215,-58-0.38%,20221031
白银,4495.67,2211,4519,-23-0.51%,2212,4524,-28-0.62%,20221031
石油沥青,4446.57,2211,4299,1473.31%,2212,3729,71716.12%,20221031
热轧卷板,3676.00,2211,3625,511.39%,2301,3494,1824.95%,20221031
镍,186216.67,2211,185250,9660.52%,2212,182030,41862.25%,20221031
锡,166387.50,2211,163410,29771.79%,2212,158490,78974.75%,20221031
纸浆,7480.00,2211,7102,3785.05%,2301,6628,85211.39%,20221031
不锈钢,17587.50,2211,17410,1771.01%,2212,16675,9125.19%,20221031
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20221031
PTA,5621.67,2211,5380,2414.29%,2301,5012,60910.83%,20221031
白糖,5720.00,2211,5480,2404.20%,2301,5512,2083.64%,20221031
棉花,15462.33,2211,13525,193712.53%,2301,12510,295219.09%,20221031
普麦,3120.00,2211,2940,1805.77%,2309,3122,-2.00-0.06%,20221031
菜籽油OI,13568.00,2211,12925,6434.74%,2301,10839,272920.11%,20221031
强麦WH,3120.00,2211,3320,-200-6.41%,2303,3281,-161-5.16%,20221031
玻璃,19.73,2211,1371,20713.11%,2301,1371,20713.11%,20221031
菜籽粕,4128.00,2211,3383,74518.05%,2301,2971,115728.03%,20221031
油菜籽,7024.00,2211,6581,4436.31%,2307,5879,114516.30%,20221031
硅铁,7980.00,2211,8090,-110-1.38%,2301,7762,2182.73%,20221031
锰硅,6983.33,2211,7186,-202-2.89%,2301,6828,1552.22%,20221031
甲醇MA,2790.00,2211,2639,1515.41%,2301,2503,28710.29%,20221031
棉纱,25975.00,2211,20310,566521.81%,2301,19270,670525.81%,20221031
尿素,2506.00,2211,2406,1003.99%,2301,2234,27210.85%,20221031
纯碱,2771.67,2211,2592,1796.46%,2301,2321,45016.24%,20221031
涤纶短纤,7792.00,2211,7264,5286.78%,2212,6750,104213.37%,20221031
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20221031
